Geo Point;Geo Shape;gid;libelle;ident;type;zone;comptage_5m;cdate;mdate
44.8892479, -0.6741048;"{""coordinates"": [-0.6741048, 44.8892479], ""type"": ""Point""}";2721;71 Rue de Médoc - Vers Route de Lacanau;PW.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8736089, -0.6306;"{""coordinates"": [-0.6306, 44.8736089], ""type"": ""Point""}";2474;79 avenue de l'hippodrome - Vers Rue du Canter;PM2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8477368, -0.596359;"{""coordinates"": [-0.596359, 44.8477368], ""type"": ""Point""}";2575;78 Cours Marc Nouaux - Vers Rue des Ormeux;P32.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7840638, -0.6063639;"{""coordinates"": [-0.6063639, 44.7840638], ""type"": ""Point""}";2690;48 Cours du Général De Gaulle - Vers Avenue Favard;PG.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
45.0131259, -0.5295539;"{""coordinates"": [-0.5295539, 45.0131259], ""type"": ""Point""}";2497;11 avenue du Général De Gaulle - Vers Rue Maréchal Leclerc;PD2-B.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8296139, -0.5671349;"{""coordinates"": [-0.5671349, 44.8296139], ""type"": ""Point""}";2737;93 Cours de la Marne - Vers Rue Max Coyne;PE1.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8949139, -0.7562359;"{""coordinates"": [-0.7562359, 44.8949139], ""type"": ""Point""}";2761;46 avenue Voltaire - Vers Rue Georges Bizet;PR1.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8169754, -0.6809683;"{""coordinates"": [-0.6809683, 44.8169754], ""type"": ""Point""}";5794;Crématorium vers Aéroport;Z7CT104;4G;7;;2022-06-01T16:00:03+02:00;2023-03-30T10:45:13+02:00
44.7765868, -0.5660812;"{""coordinates"": [-0.5660812, 44.7765868], ""type"": ""Point""}";5881;Leognan vers Bordeaux;Z19CT101;4G;19;;2024-05-29T09:35:56+02:00;2024-06-07T09:36:29+02:00
44.8688148, -0.5972882;"{""coordinates"": [-0.5972882, 44.8688148], ""type"": ""Point""}";5942;Bruges vers Bordeaux;Z21CT103;4G;21;;2025-03-26T15:27:04+01:00;2025-03-26T15:27:04+01:00
44.8291599, -0.5944732;"{""coordinates"": [-0.5944732, 44.8291599], ""type"": ""Point""}";5841;Dandicolle vers Mériadeck;Z10CT102;4G;10;;2023-05-02T18:18:53+02:00;2023-05-02T18:18:53+02:00
44.8291703, -0.5944821;"{""coordinates"": [-0.5944821, 44.8291703], ""type"": ""Point""}";5842;Dandicolle vers Boulevards;Z10CT101;4G;10;;2023-05-02T18:18:53+02:00;2023-05-02T18:18:53+02:00
44.8422095, -0.7689205;"{""coordinates"": [-0.7689205, 44.8422095], ""type"": ""Point""}";5844;Bordeaux vers Martignas;Z7CT106;4G;7;;2023-05-02T18:31:58+02:00;2023-05-02T18:31:58+02:00
44.8423051, -0.7688146;"{""coordinates"": [-0.7688146, 44.8423051], ""type"": ""Point""}";5845;Martignas vers Bordeaux;Z7CT107;4G;7;;2023-05-02T18:37:04+02:00;2023-05-02T18:37:04+02:00
44.8354223, -0.679536;"{""coordinates"": [-0.679536, 44.8354223], ""type"": ""Point""}";5911;Bordeaux vers Aéroport;Z30CT101;4G;30;;2025-02-14T17:26:59+01:00;2025-02-14T17:56:23+01:00
44.8579033, -0.5308736;"{""coordinates"": [-0.5308736, 44.8579033], ""type"": ""Point""}";5851;Bordeaux vers Cenon;Z8CT102;4G;8;;2023-06-05T10:26:02+02:00;2023-06-05T10:26:39+02:00
44.8565593, -0.549721;"{""coordinates"": [-0.549721, 44.8565593], ""type"": ""Point""}";5887;Chaban entrant Nord;Z14CT101;4G;14;;2024-05-29T11:14:05+02:00;2024-05-29T11:14:05+02:00
44.856233, -0.5498574;"{""coordinates"": [-0.5498574, 44.856233], ""type"": ""Point""}";5889;Chaban entrant Sud;Z14CT103;4G;14;;2024-05-29T11:39:31+02:00;2024-05-29T11:39:31+02:00
44.8909056, -0.5893259;"{""coordinates"": [-0.5893259, 44.8909056], ""type"": ""Point""}";5922;Nord vers Sud;Z23CT109;4G;23;;2025-02-20T08:23:21+01:00;2025-02-20T08:23:21+01:00
44.7928313, -0.6467756;"{""coordinates"": [-0.6467756, 44.7928313], ""type"": ""Point""}";5871;Pessac Centre vers Rocade;Z16CT108;4G;16;;2024-05-28T15:43:59+02:00;2024-05-28T15:43:59+02:00
44.7928181, -0.6467691;"{""coordinates"": [-0.6467691, 44.7928181], ""type"": ""Point""}";5872;Rocade vers Pessac Centre;Z16CT107;4G;16;;2024-05-28T15:44:52+02:00;2024-05-28T15:44:52+02:00
44.7962059, -0.6521066;"{""coordinates"": [-0.6521066, 44.7962059], ""type"": ""Point""}";5883;Bordeaux vers Haut Leveque;Z16CT105;4G;16;;2024-05-29T10:37:33+02:00;2024-05-29T10:37:33+02:00
44.9302933, -0.620906;"{""coordinates"": [-0.620906, 44.9302933], ""type"": ""Point""}";6323;11 Novembre vers Parempuyre;Z33CT101;4G;33;;2026-06-16T13:05:54+02:00;2026-06-16T13:05:54+02:00
44.8162005, -0.5367403;"{""coordinates"": [-0.5367403, 44.8162005], ""type"": ""Point""}";6151;Bègles vers Bordeaux;Z5CT101;4G;5;;2026-01-15T13:52:11+01:00;2026-01-15T13:52:11+01:00
44.8376913, -0.5927471;"{""coordinates"": [-0.5927471, 44.8376913], ""type"": ""Point""}";6171;Boulevard vers Bordeaux Centre;Z4CT101;4G;4;;2026-01-22T08:43:38+01:00;2026-01-22T08:43:38+01:00
44.8377014, -0.5927535;"{""coordinates"": [-0.5927535, 44.8377014], ""type"": ""Point""}";6172;Bordeaux Centre vers Boulevard;Z4CT102;4G;4;;2026-01-22T08:44:42+01:00;2026-01-22T08:44:42+01:00
44.8803437, -0.5264546;"{""coordinates"": [-0.5264546, 44.8803437], ""type"": ""Point""}";6335;Pont Aquitaine vers RG;Z22CT101;4G;22;;2026-06-17T09:57:30+02:00;2026-06-17T09:57:30+02:00
44.880497, -0.5235365;"{""coordinates"": [-0.5235365, 44.880497], ""type"": ""Point""}";6336;Pont Aquitaine vers RD;Z22CT102;4G;22;;2026-06-17T09:59:22+02:00;2026-06-17T09:59:22+02:00
44.9302973, -0.6209228;"{""coordinates"": [-0.6209228, 44.9302973], ""type"": ""Point""}";6324;11 Novembre vers Blanquefort;Z33CT102;4G;33;;2026-06-16T13:06:55+02:00;2026-06-16T13:06:55+02:00
